报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),18357,13422,27194,24972,20444,30572,25268,32214,19105,25704,6830,9805,7605,8897,6736,6357,
结算备付金(万元),,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,
应收票据(万元),138,587,786,688,919,103,621,712,311,241,278,569,187,171,54,,
应收账款(万元),16334,14377,15956,14536,14497,14565,12278,12287,9493,4257,2926,2803,2021,1303,1885,739,
预付款项(万元),3386,3393,1322,1214,1970,2781,3441,656,1806,250,209,94,56,71,284,185,
应收保费(万元),,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,
应收股利(万元),,,,,,,,,,,,,,,,,
其他应收款(万元),,1810,,4096,7852,4055,6324,4552,689,392,552,371,426,310,170,130,
应收出口退税(万元),,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,
存货(万元),9033,9456,9970,10768,12703,11793,9006,9563,9729,8130,7020,6108,5225,6373,5954,5620,
待摊费用(万元),,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,14,14,3,,,,,,,,
其他流动资产(万元),6634,6694,6036,6187,529,786,660,1169,1507,590,322,53,,,84,44,
流动资产合计(万元),55798,49739,63041,62461,58914,64655,57613,61168,42642,39564,18137,19802,15520,17124,15167,13075,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,
长期应收款(万元),2152,2127,2103,2078,2990,2975,2061,2046,,,,,,,,,
长期股权投资(万元),11088,11152,11039,10336,10054,67,78,,,,,,,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,
投资性房地产(万元),1087,1101,1130,1130,1170,1179,319,320,327,,,,,,,,
固定资产原值(万元),,39013,,39083,,36255,,36047,,24080,,23292,7698,4056,,,
累计折旧(万元),,6764,,6826,,5811,,4827,,2813,,2329,1727,1302,,,
固定资产净值(万元),,32249,,32258,,30444,,31220,,21267,,20963,5970,2754,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,
固定资产(万元),,32249,,32258,30816,30444,30725,31220,25424,21267,21133,20963,5970,2754,2783,2346,
在建工程(万元),,546,,697,768,70,982,711,1331,274,188,223,9736,2569,7,1,
工程物资(万元),,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,
无形资产(万元),1715,1686,1603,1615,1631,1640,1282,1271,1280,1284,1221,1230,1168,1195,1227,22,
开发支出(万元),31,,,,,,,,,,,,,,,,
商誉(万元),10931,10931,10931,10931,10925,10179,10179,10179,10350,,,,,,,,
长期待摊费用(万元),2276,2029,2522,2138,1024,924,823,789,667,665,464,498,500,509,573,492,
股权分置流通权(万元),,,,,,,,,,,,,,,,,
递延所得税资产(万元),2269,1991,1693,1465,1042,863,740,575,267,200,202,206,96,65,37,23,
其他非流动资产(万元),3101,3552,2972,2972,3821,4010,326,176,827,1107,1487,1009,416,139,1220,,
非流动资产合计(万元),68221,67604,66617,65620,64241,52351,47514,47285,40474,24798,24695,24128,17887,7230,5847,2884,
资产总计(万元),124019,117343,129657,128081,123154,117006,105126,108453,83116,64362,42832,43931,33407,24354,21013,15959,
短期借款(万元),34528,26869,35546,32428,34268,30311,18311,18140,560,,,,,,100,,
向中央银行借款(万元),,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,
应付票据(万元),1329,2198,,2668,,1938,1421,1357,984,,,,,,,,
应付账款(万元),6855,6800,,8387,,7800,8068,10037,8028,4268,5037,7242,7554,3995,5391,4448,
预收账款(万元),1713,1412,2381,2265,2765,1581,1567,2454,1313,415,621,488,701,639,693,1032,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,
应付职工薪酬(万元),548,547,572,1180,583,602,537,881,438,398,399,718,673,551,563,411,
应交税费(万元),1627,1310,1246,1111,546,717,336,1010,914,451,656,897,526,416,836,365,
应付利息(万元),3,,2,31,,,,,,,,,,,,,
应付股利(万元),,,,,,,,,,,,,,,,,
其他应交款(万元),,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,
其他应付款(万元),,5518,,6814,6420,6771,8962,9351,8894,1132,1188,255,339,56,153,52,
预提费用(万元),,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),900,1050,875,946,2591,3695,5028,3368,2883,1700,1200,1100,,53,,,
其他流动负债(万元),,,,11,,,3,3,,,,,,,,,
流动负债合计(万元),52674,45704,57694,55842,56274,53415,44234,46601,24014,8364,9101,10699,9793,5710,7735,6308,
长期借款(万元),9336,10024,11090,12150,5855,5725,3180,6011,3140,3274,4137,4499,837,1058,,,
应付债券(万元),,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,,,,,116,156,
专项应付款(万元),,,,,,,,,,,,,,,,,
预计非流动负债(万元),,,,,,,,,,,,,,,,,
长期递延收益(万元),933,932,986,1001,1287,1242,1195,795,861,840,,857,364,100,,,
