报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-09-30,2016-06-30,2016-03-31,2015-12-31,2015-06-30,2014-12-31,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),57898,10515,14332,28694,17458,14910,22184,30316,28839,21847,22292,25963,21611,5238,5857,8977,2523,5999,6498,7011,7508,
结算备付金(万元),,,,,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
应收票据(万元),,,,,,,,,,,,,,,,,,,,,,
应收账款(万元),29991,27828,23650,20734,16880,13970,11637,10796,8227,6878,5069,4767,5121,4600,3749,3275,4408,3725,2593,2152,2332,
预付款项(万元),1821,2143,1130,619,1352,1113,907,591,633,567,552,378,377,667,970,646,921,410,413,159,160,
应收保费(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,147,141,32,24,34,,,1,1,2,1,2,3,2,,,
应收股利(万元),,,,,,,,,,,,,,,,,,,,,,
其他应收款(万元),,1329,,1067,1101,1002,998,479,626,499,546,457,502,310,325,285,283,159,209,251,441,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
存货(万元),5792,4206,3421,3022,2078,1810,1567,1314,1185,1027,883,708,920,795,716,928,253,596,701,112,79,
待摊费用(万元),,,,,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,6,13,,7,,
其他流动资产(万元),300,300,301,913,7,8007,9000,9000,11,3,6,1,126,118,127,5,,,,,,
流动资产合计(万元),97211,46322,44240,55049,38878,40960,46434,52529,39546,30854,29347,32276,28659,11729,11745,14117,8396,10906,10416,9693,10520,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,,,,,,,,,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,,,,,,,,,,,,,,,,,,
长期股权投资(万元),5179,5171,5222,5414,4315,5371,3861,2908,4425,189,221,221,190,192,192,192,243,243,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,,,,
投资性房地产(万元),1120,1130,1141,1151,1162,1172,1182,1193,1203,1213,1224,1234,1244,1260,1187,790,1205,,,,,
固定资产原值(万元),,18682,,18453,,16924,,16836,,13969,,13627,,,12472,12780,,778,,,,
累计折旧(万元),,4399,,3794,,2880,,2490,,1781,,1527,,,1077,948,,507,,,,
固定资产净值(万元),,14283,,14659,,14044,,14347,,12188,,12099,,,11395,11832,,271,,,,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产(万元),,14283,,14659,13960,14044,14134,14347,12300,12188,12034,12099,11987,12041,11395,11832,11548,271,372,406,365,
在建工程(万元),,,,,,,,,,,,,,,,,,12161,7658,4836,1099,
工程物资(万元),,,,,,,,,,,,,,,,,,,,,,
固定资产清理(万元),,,,,,,,,,,,,,,,,,,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,,,,
无形资产(万元),3432,3523,3613,3698,2023,2069,2114,2163,615,619,625,615,620,624,629,633,642,638,648,636,,
开发支出(万元),,,,,,,,,,,,,,,,,,,,,,
商誉(万元),26120,25554,25554,25554,12240,6497,6497,6497,1456,1456,1456,1456,193,193,193,193,193,193,193,193,193,
长期待摊费用(万元),269,303,333,356,378,240,160,137,100,85,,,,,,,,,,,30,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),930,870,883,925,788,733,696,683,203,187,164,144,133,141,126,118,84,77,71,51,55,
其他非流动资产(万元),63,63,63,63,,,,,,,,,,,,,,,,,,
