报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2015-12-31,2014-12-31,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
货币资金(万元),51216,41429,35656,36995,29698,24898,31138,25855,30481,52759,56167,12516,9955,18505,7771,11947,6374,12850,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,5000,,,,,,,,,,,,,,,35,337,
衍生金融资产(万元),,,,,,,,,,,,,,,,,,,
应收票据(万元),255,116,75,554,756,134,348,65,255,23,128,28,80,60,,3,,37,
应收账款(万元),16498,13889,13115,15247,10823,12609,7623,7535,6123,7291,4937,5281,2458,8264,4013,4269,6643,4511,
预付款项(万元),2958,2635,1706,1029,849,1465,1184,660,634,351,1260,257,412,597,197,194,722,294,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,0,,,,229,,0,1,1,,,,,322,,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,1515,,1614,1541,1408,1424,935,797,1470,1133,1116,1196,8453,16073,1067,6828,1612,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),43225,39390,36538,29900,29322,26177,16491,14643,14750,14433,13484,14347,16387,18571,16272,15645,15676,12469,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,1750,,,,,,,,,,,,,,,
其他流动资产(万元),5198,5152,26657,20225,31440,28865,27044,27811,30326,4876,802,1125,964,576,587,727,478,408,
流动资产合计(万元),121049,109127,114909,107313,104430,95556,85251,77734,83366,81202,77913,34672,31452,55025,44913,33853,37078,32518,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
可供出售金融资产(万元),,,4987,4987,,,0,,,,,,,,,,,,
持有至到期投资(万元),,,,,,,,,,,,,,,,,,,
长期应收款(万元),,,,,1750,1750,1750,1750,,,,,,,,,,,
长期股权投资(万元),11113,11270,11479,11389,16234,19058,25578,23896,18193,18518,18435,18657,14967,8391,8496,,,,
其他长期投资(万元),,,,,,,,,,,,,,,,,,,
投资性房地产(万元),,,,,,,,,,,,,,,,,,,
固定资产原值(万元),,78524,,77172,,70227,,42363,,39861,,39405,38164,35411,28699,29731,24401,25847,
累计折旧(万元),,33139,,31462,,30008,,17527,,16136,,14813,12557,9804,8564,7752,5742,4196,
固定资产净值(万元),,45385,,45710,,40219,,24836,,23726,,24592,25607,25606,20135,21979,18659,21650,
固定资产减值准备(万元),,,,,,,,,,,,,,,,,,,
固定资产(万元),,45385,,45710,39403,40219,24257,24836,23269,23726,23894,24592,25607,25606,20135,21979,18659,21650,
在建工程(万元),,32040,,22938,30205,21495,14657,10979,10404,8340,5755,4327,329,323,3376,17755,15669,5877,
工程物资(万元),,2380,,5228,,443,582,59,573,132,352,103,103,27,26,25,51,12,
固定资产清理(万元),,,,,,,,,,,,,,,1,,,,
生产性生物资产(万元),,,,,,,,,,,,,,,,,,,
公益性生物资产(万元),,,,,,,,,,,,,,,,,,,
油气资产(万元),,,,,,,,,,,,,,,,,,,
无形资产(万元),16231,16398,17304,16122,17597,16416,10147,10239,10224,10304,10871,10454,6532,5110,3802,9329,9519,9566,
开发支出(万元),2015,1690,1782,1420,1098,701,846,506,752,522,489,408,124,134,134,170,140,,
商誉(万元),5100,5100,5100,5100,5138,5138,,,,,,,,,,,,,
长期待摊费用(万元),250,217,256,220,288,241,232,192,275,287,278,313,348,443,542,814,336,375,
股权分置流通权(万元),,,,,,,,,,,,,,,,,,,
递延所得税资产(万元),2112,1953,1929,1944,521,535,279,268,353,385,449,352,325,322,265,201,300,471,
其他非流动资产(万元),5425,4284,4225,4737,1428,1190,2145,912,444,856,,1653,2976,1308,1090,2343,1407,528,
非流动资产合计(万元),131085,125705,122982,119795,113662,107186,80472,73637,64488,63070,60522,60857,51313,41663,37867,52616,46080,38479,
资产总计(万元),252134,234832,237890,227108,218092,202742,165722,151371,147855,144272,138435,95529,82764,96689,82780,86469,83158,70997,
短期借款(万元),43385,29964,39781,42795,50498,46566,29700,15503,14000,9965,9294,6700,3000,15900,12800,16465,20237,13296,
向中央银行借款(万元),,,,,,,,,,,,,,,,,,,
吸收存款及同业存放(万元),,,,,,,,,,,,,,,,,,,
拆入资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融负债(万元),,,,,,,,,,,,,,26,552,,,,
衍生金融负债(万元),,,,,,,,,,,,,,,,,,,
应付票据(万元),12591,21482,,9536,,4461,4140,5326,6732,6705,5127,3642,6222,9912,6389,7525,5373,8356,
应付账款(万元),17978,18963,,16709,,12041,11852,10140,8803,9637,6472,8163,5619,10720,7931,8126,8959,4913,
预收账款(万元),1232,723,1026,273,806,375,242,117,347,363,293,402,552,694,561,2648,621,2571,
卖出回购金融资产款(万元),,,,,,,,,,,,,,,,,,,
应付手续费及佣金(万元),,,,,,,,,,,,,,,,,,,
应付职工薪酬(万元),2127,1793,1659,2917,1853,1618,899,1682,1064,923,805,1543,1508,1383,838,1401,1112,856,
应交税费(万元),2044,1710,1279,979,1150,1135,327,944,368,404,360,664,599,1095,937,1101,966,1071,
应付利息(万元),53,51,53,69,6,6,,9,,,,7,3,27,18,27,29,25,
应付股利(万元),,,,,,,,,,,,,,,196,196,125,,
其他应交款(万元),,,,,,,,,,,,,,,,,,,
应付保证金(万元),,,,,,,,,,,,,,,,,,,
内部应付款(万元),,,,,,,,,,,,,,,,,,,
其他应付款(万元),,4787,,4666,,777,428,292,305,278,257,240,172,58,66,201,1435,1940,
预提费用(万元),,,,,,,,,,,,,,,,,,,
预计流动负债(万元),,,,,,,,,,,,,,,,,,,
应付分保账款(万元),,,,,,,,,,,,,,,,,,,
保险合同准备金(万元),,,,,,,,,,,,,,,,,,,
代理买卖证券款(万元),,,,,,,,,,,,,,,,,,,
代理承销证券款(万元),,,,,,,,,,,,,,,,,,,
国际票证结算(万元),,,,,,,,,,,,,,,,,,,
国内票证结算(万元),,,,,,,,,,,,,,,,,,,
递延收益(万元),,,,,,,,,,,,,,,,,,,
应付短期债券(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债(万元),,,,,,,,,,,,,,,,,,,
其他流动负债(万元),,,,,,,0,,,,,,,,,,,,
流动负债合计(万元),84387,79473,80832,77944,77354,66979,47588,34014,31619,28274,22608,21360,17676,39815,30289,37689,38857,33029,
长期借款(万元),12987,13297,14015,10791,7341,,0,,,,,,,,,,,,
应付债券(万元),,,,,,,,,,,,,,,,,,,
长期应付款(万元),,,,,,,,,,,440,,,,,,,,
专项应付款(万元),,,,,,,,,560,560,560,,,,,35,35,35,
预计非流动负债(万元),,,,,,,,,,,,,,,,,,,
长期递延收益(万元),1870,1889,1909,1893,1784,1714,560,560,,,,560,,,,,,,
递延所得税负债(万元),2000,2041,1622,1980,1470,1440,61,61,,,,,,,,,9,84,
其他非流动负债(万元),,,357,,,,,,,,65,,,,,,,2,
非流动负债合计(万元),17297,17667,18344,15148,11034,3593,1060,1105,1067,1067,1064,1067,507,440,0,35,44,121,
负债合计(万元),101684,97141,99176,93092,88388,70572,48648,35119,32686,29341,23672,22427,18183,40254,30289,37724,38900,33150,
实收资本(或股本)(万元),14968,14913,14913,14913,14913,12000,12000,12000,12000,12000,12000,9000,9000,9000,9000,9000,9000,9000,
资本公积(万元),52717,50939,51981,51981,51695,50696,50696,50696,50696,50801,52179,15551,15551,15600,15682,15776,17269,13951,
减:库存股(万元),4317,3912,3912,3912,3912,,0,,,,,,,,,,,,
专项储备(万元),501,399,,342,,,-25,,,,,,,,,,,,
盈余公积(万元),1154,1154,1154,1154,1042,1042,1042,1042,1042,1042,1042,1042,970,445,445,445,364,504,
一般风险准备(万元),,,355,,,,,,,,,,,,,,,,
未确定的投资损失(万元),,,,,,,,,,,,,,,,,,,
