报告日期,2019-09-30,2019-06-30,2019-03-31,2018-12-31,2018-09-30,2018-06-30,2018-03-31,2017-12-31,2017-09-30,2017-06-30,2017-03-31,2016-12-31,2016-06-30,2015-12-31,2015-03-31,2014-12-31,2013-12-31,2012-12-31,
货币资金(万元),141100,135979,142340,142989,38834,41979,57434,54571,126161,20670,21254,31472,6576,26408,13187,9194,19654,11167,
结算备付金(万元),,,,,,,,,,,,,,,,,,,
拆出资金(万元),,,,,,,,,,,,,,,,,,,
交易性金融资产(万元),,1514,4700,,,,,,,,,,,,164,,79,53,
衍生金融资产(万元),,,,,,,,,,,,,,18,,16,,,
应收票据(万元),,,12,,240,479,253,,5,,273,190,,967,1104,,8,61,
应收账款(万元),25215,19372,18500,19429,15884,15701,18589,21326,23260,19532,16480,18179,14943,8823,9741,11024,9727,9345,
预付款项(万元),95,90,89,90,102,91,97,76,68,400,404,17,25,9,38,35,137,82,
应收保费(万元),,,,,,,,,,,,,,,,,,,
应收分保账款(万元),,,,,,,,,,,,,,,,,,,
应收分保合同准备金(万元),,,,,,,,,,,,,,,,,,,
应收利息(万元),,,,,,,,,,,,,,,,,,20,
应收股利(万元),,,,,,,,,,,,,,,,,,,
其他应收款(万元),,399,,398,392,22,16,12,15,20,42,10,32,38,55,13373,13064,10,
应收出口退税(万元),,,,,,,,,,,,,,,,,,,
应收补贴款(万元),,,,,,,,,,,,,,,,,,,
应收保证金(万元),,,,,,,,,,,,,,,,,,,
内部应收款(万元),,,,,,,,,,,,,,,,,,,
买入返售金融资产(万元),,,,,,,,,,,,,,,,,,,
存货(万元),6507,7216,6165,5650,5462,8351,6961,6367,3547,5449,4807,3469,3117,3242,3214,3155,2980,2928,
待摊费用(万元),,,,,,,,,,,,,,,,,,,
待处理流动资产损益(万元),,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产(万元),,,,,,,,,,,,,,,,,,,
其他流动资产(万元),1322,96,4592,1,103601,104487,92100,93100,0,144,95,39,117,214,13916,103,281,2,
流动资产合计(万元),174268,164667,176798,168557,164514,171110,175452,175454,153057,46214,43355,53376,24810,39719,41421,36900,45930,23668,
发放贷款及垫款(万元),,,,,,,,,,,,,,,,,,,
